,price_usd_per_m2,property_type,place_name,surface_total_in_m2,surface_covered_in_m2,ambientes,parrilla
1040,2254.5454545454545,apartment,Coghlan,55.0,50.0,2.0,0
1041,2345.454545454545,apartment,Coghlan,55.0,50.0,2.0,0
1042,2685.714285714286,apartment,Coghlan,35.0,30.0,1.0,0
1043,2685.714285714286,apartment,Coghlan,35.0,30.0,1.0,0
1060,1818.1818181818185,apartment,Barracas,33.0,33.0,2.0,0
1061,1928.571428571429,apartment,Balvanera,28.0,28.0,1.0,0
1062,2602.9411764705883,apartment,Belgrano,68.0,68.0,3.0,0
1063,3370.133333333333,apartment,Recoleta,30.0,30.0,1.0,0
1064,3532.5,apartment,Recoleta,40.0,40.0,1.0,0
1065,3610.647887323944,apartment,Recoleta,71.0,71.0,2.0,0
1066,3410.229166666666,apartment,Recoleta,48.0,48.0,2.0,0
1067,2122.222222222222,apartment,Centro / Microcentro,90.0,90.0,4.0,0
1068,1603.7735849056603,apartment,Balvanera,53.0,53.0,3.0,0
1073,1430.622009569378,apartment,Villa del Parque,209.0,152.0,4.0,1
1074,2962.962962962963,apartment,San Cristobal,54.0,50.0,3.0,0
1078,2052.6315789473683,apartment,Almagro,38.0,34.0,1.0,0
1080,1730.7692307692307,apartment,Mataderos,52.0,48.0,2.0,0
1082,2395.2095808383233,apartment,Belgrano,167.0,148.0,4.0,0
1084,2279.069767441861,apartment,Almagro,43.0,43.0,3.0,0
1085,2241.3793103448274,apartment,Recoleta,58.0,51.0,3.0,0
1086,2272.7272727272725,apartment,Boedo,33.0,33.0,1.0,1
1087,1976.7441860465121,apartment,Caballito,43.0,43.0,2.0,0
1089,3142.857142857143,apartment,Belgrano,35.0,30.0,1.0,1
1090,2434.2105263157896,apartment,Caballito,76.0,76.0,4.0,0
1092,1368.421052631579,apartment,Almagro,57.0,37.0,2.0,0
1095,2602.33918128655,apartment,Retiro,171.0,166.0,5.0,0
1097,1774.3979721166033,apartment,Belgrano,789.0,587.0,6.0,1
1098,3333.333333333333,apartment,Belgrano,213.0,213.0,4.0,0
1099,6486.486486486487,apartment,Puerto Madero,185.0,141.0,4.0,0
1100,1762.5,apartment,Balvanera,80.0,75.0,3.0,0
1102,1571.4285714285709,apartment,Balvanera,105.0,85.0,4.0,0
1103,1571.4285714285709,apartment,Congreso,105.0,85.0,4.0,0
1104,3257.142857142857,apartment,Belgrano,35.0,30.0,1.0,1
1105,2885.714285714286,apartment,Belgrano,35.0,30.0,1.0,1
1110,1866.666666666667,apartment,Floresta,75.0,71.0,3.0,0
1112,1580.0,apartment,Monte Castro,50.0,50.0,2.0,0
1123,1447.916666666667,apartment,Flores,48.0,30.0,1.0,0
1124,2860.0,apartment,Almagro,50.0,45.0,2.0,0
1125,2281.25,apartment,Palermo,160.0,150.0,3.0,0
1126,1666.666666666667,apartment,San Nicolás,78.0,72.0,3.0,0
1131,2166.6666666666665,apartment,Villa Crespo,30.0,30.0,1.0,0
1133,1931.818181818181,apartment,Villa Crespo,88.0,79.0,4.0,0
1134,2636.3636363636365,apartment,Almagro,55.0,50.0,3.0,0
1135,2636.3636363636365,apartment,Balvanera,55.0,50.0,3.0,0
1136,2830.1886792452833,apartment,Belgrano,530.0,530.0,5.0,1
1137,2150.943396226415,apartment,Villa Crespo,53.0,53.0,2.0,1
1138,2550.0,apartment,Palermo Soho,36.0,36.0,1.0,0
1139,4818.181818181818,apartment,Puerto Madero,110.0,100.0,3.0,0
1140,2179.4871794871797,apartment,Recoleta,156.0,150.0,4.0,0
1141,2454.5454545454545,apartment,Paternal,44.0,44.0,2.0,0
1142,2615.384615384615,apartment,Palermo Soho,39.0,31.0,1.0,0
1145,1445.7831325301206,apartment,Almagro,83.0,80.0,4.0,0
1146,2290.5405405405404,apartment,Las Cañitas,148.0,76.0,4.0,0
1148,2756.4102564102564,apartment,Palermo,78.0,45.0,2.0,0
1150,3060.498220640569,apartment,Retiro,281.0,281.0,4.0,0
1152,3076.9230769230767,apartment,Nuñez,39.0,36.0,1.0,0
1154,2700.0,apartment,Palermo,100.0,100.0,2.0,0
1155,1428.5714285714291,apartment,Almagro,140.0,130.0,1.0,0
1156,2053.5714285714284,apartment,Villa Devoto,56.0,43.0,2.0,0
1157,2037.037037037037,apartment,San Telmo,54.0,48.0,3.0,0
1163,2213.114754098361,apartment,Belgrano,122.0,108.0,5.0,0
1164,3861.111111111111,apartment,Las Cañitas,36.0,33.0,1.0,0
1167,3008.4745762711864,apartment,Palermo,472.0,330.0,5.0,1
1170,1453.333333333333,apartment,Almagro,75.0,55.0,1.0,1
1171,1821.9512195121952,apartment,Flores,41.0,33.0,2.0,0
1172,1853.658536585366,apartment,Flores,41.0,33.0,2.0,0
1173,1705.2631578947367,apartment,Flores,38.0,33.0,2.0,0
1174,1773.6842105263156,apartment,Flores,38.0,33.0,2.0,0
1175,1230.7692307692307,apartment,San Cristobal,78.0,78.0,4.0,0
1176,3475.609756097561,apartment,Barrio Norte,82.0,71.0,4.0,0
1177,3475.609756097561,apartment,Palermo,82.0,71.0,4.0,0
1202,2613.6363636363635,apartment,Barrio Norte,44.0,38.0,1.0,0
1203,1906.666666666667,apartment,Villa Crespo,75.0,70.0,3.0,0
1204,2970.1492537313434,apartment,Barrio Norte,67.0,62.0,3.0,0
1205,1930.555555555556,apartment,Villa Urquiza,72.0,41.0,2.0,0
1212,2166.6666666666665,apartment,Parque Patricios,54.0,46.0,2.0,0
1213,2140.0,apartment,Centro / Microcentro,50.0,40.0,2.0,0
1214,3857.142857142857,apartment,Palermo,210.0,195.0,5.0,0
1215,1744.6808510638296,apartment,Retiro,47.0,40.0,1.0,0
1216,2250.0,apartment,Saavedra,20.0,20.0,1.0,0
1218,5468.75,apartment,Puerto Madero,192.0,192.0,3.0,0
1220,2838.709677419354,apartment,Palermo Viejo,31.0,23.0,1.0,0
1221,2333.333333333333,apartment,Caballito,42.0,37.0,1.0,0
1223,1456.3106796116504,apartment,Caballito,103.0,44.0,2.0,0
1224,3197.530864197531,apartment,Las Cañitas,81.0,81.0,3.0,0
1225,3861.788617886179,apartment,Recoleta,246.0,188.0,5.0,0
1226,2784.313725490196,apartment,Villa Devoto,51.0,41.0,2.0,0
1227,2342.556896551724,apartment,Almagro,29.0,27.0,1.0,1
1228,2342.556896551724,apartment,Almagro,29.0,27.0,1.0,1
1229,1794.1176470588236,apartment,Caballito,68.0,48.0,2.0,0
1230,1842.1052631578948,apartment,Boca,57.0,54.0,3.0,0
1231,1837.8378378378384,apartment,Balvanera,37.0,37.0,2.0,0
1232,2509.090909090909,apartment,Villa Crespo,55.0,50.0,2.0,0
1233,2194.444444444445,apartment,Villa Crespo,36.0,34.0,1.0,0
1237,1802.7210884353744,apartment,Monserrat,147.0,142.0,5.0,0
1239,3478.2608695652175,apartment,Las Cañitas,138.0,129.0,4.0,0
1240,4461.538461538462,apartment,Recoleta,130.0,130.0,3.0,0
1242,1815.7894736842104,apartment,Centro / Microcentro,38.0,38.0,2.0,0
1244,1375.0,apartment,Flores,360.0,340.0,6.0,0
1245,1926.8292682926829,apartment,Villa Crespo,41.0,39.0,2.0,0
1247,3026.315789473684,apartment,Belgrano,38.0,34.0,1.0,1
1248,3500.0,apartment,Palermo,94.0,69.0,4.0,1
1249,3478.2608695652175,apartment,Recoleta,92.0,92.0,3.0,0
1250,3052.631578947369,apartment,Caballito,38.0,38.0,1.0,1
1251,2424.242424242424,apartment,Coghlan,33.0,33.0,1.0,1
1252,2440.677966101695,apartment,Coghlan,59.0,59.0,2.0,1
1253,3312.5,apartment,Caballito,32.0,32.0,1.0,1
1254,5459.770114942528,apartment,Recoleta,174.0,174.0,5.0,0
1255,1851.8518518518522,apartment,Barracas,81.0,58.0,1.0,0
1256,1911.764705882353,apartment,Barracas,68.0,57.0,1.0,0
1257,2058.8235294117653,apartment,San Telmo,68.0,57.0,1.0,0
1258,2666.6666666666665,apartment,Palermo Hollywood,60.0,60.0,3.0,0
1260,3402.439024390244,apartment,Palermo,82.0,82.0,3.0,0
1261,3705.8823529411766,apartment,Palermo Chico,170.0,170.0,5.0,0
1262,3705.8823529411766,apartment,Palermo,170.0,170.0,5.0,0
1263,2434.782608695652,apartment,Recoleta,115.0,98.0,4.0,0
1264,2295.5974842767296,apartment,Recoleta,318.0,282.0,7.0,0
1266,2234.4245454545453,apartment,Almagro,66.0,62.0,3.0,1
1267,1733.333333333333,apartment,Balvanera,75.0,67.0,3.0,0
1268,2022.6537216828478,apartment,Recoleta,309.0,262.0,8.0,1
1270,2621.145374449339,apartment,Parque Centenario,227.0,206.0,6.0,0
1272,3818.181818181818,apartment,Belgrano,55.0,48.0,2.0,0
1273,2500.0,apartment,Flores,40.0,37.0,1.0,0
1274,5454.545454545455,apartment,Recoleta,440.0,440.0,6.0,0
1276,4189.189189189189,apartment,Palermo Chico,148.0,148.0,4.0,0
1277,4055.555555555556,apartment,Palermo Chico,180.0,180.0,2.0,0
1278,2015.625,apartment,Monserrat,64.0,64.0,3.0,0
1279,2500.0,apartment,Belgrano,46.0,46.0,3.0,0
1280,2444.444444444445,apartment,Palermo,90.0,84.0,4.0,0
1281,4861.878453038674,apartment,Barrio Norte,181.0,175.0,4.0,0
1282,1512.820512820513,apartment,Flores,78.0,72.0,3.0,0
1283,3588.409638554217,apartment,Palermo,83.0,78.0,3.0,0
1284,3942.7232704402522,apartment,Palermo,159.0,141.0,4.0,0
1285,3942.73015873016,apartment,Palermo,63.0,54.0,2.0,0
1286,3909.866666666667,apartment,Palermo,60.0,55.0,2.0,0
1287,3923.7228915662654,apartment,Palermo,83.0,78.0,3.0,0
1288,3942.725352112676,apartment,Palermo,142.0,115.0,4.0,0
1289,4001.867924528302,apartment,Palermo,159.0,141.0,4.0,0
1290,4001.857142857143,apartment,Palermo,63.0,54.0,2.0,0
1291,3968.516666666667,apartment,Palermo,60.0,55.0,2.0,0
1292,3982.5783132530123,apartment,Palermo,83.0,78.0,3.0,0
1293,4001.8661971830975,apartment,Palermo,142.0,115.0,4.0,0
1294,3500.0,apartment,Palermo,176.0,120.0,4.0,0
1295,2500.0,apartment,San Nicolás,26.0,26.0,1.0,0
1296,2048.7804878048787,apartment,Almagro,41.0,36.0,1.0,1
1297,2184.2105263157896,apartment,Congreso,38.0,38.0,2.0,0
1371,1932.608695652174,apartment,Villa del Parque,46.0,39.0,1.0,1
1372,3055.555555555556,apartment,Recoleta,36.0,33.0,1.0,0
1389,1888.888888888889,apartment,Villa Urquiza,45.0,35.0,1.0,0
1390,2718.75,apartment,Villa Urquiza,32.0,29.0,1.0,1
1391,3666.666666666666,apartment,Belgrano,75.0,67.0,3.0,1
1392,1888.888888888889,apartment,Flores,54.0,46.0,3.0,0
1393,1888.888888888889,apartment,Caballito,54.0,46.0,3.0,0
1394,1888.888888888889,apartment,Villa General Mitre,54.0,46.0,3.0,0
1398,1888.888888888889,apartment,Flores,54.0,46.0,3.0,0
1399,1888.888888888889,apartment,Caballito,54.0,46.0,3.0,0
1400,1888.888888888889,apartment,Villa General Mitre,54.0,46.0,3.0,0
1408,1760.0,apartment,Mataderos,50.0,38.0,2.0,0
1409,4363.636363636364,apartment,Retiro,110.0,110.0,3.0,0
1410,2275.0,apartment,Palermo,80.0,74.0,4.0,0
1412,1883.333333333333,apartment,Villa del Parque,120.0,70.0,3.0,0
1413,2101.6949152542375,apartment,Villa del Parque,59.0,55.0,2.0,0
1414,1526.595744680851,apartment,Villa del Parque,94.0,60.0,2.0,0
1415,3333.333333333333,apartment,Palermo,63.0,50.0,2.0,1
1416,2575.757575757576,apartment,Almagro,33.0,33.0,1.0,0
1419,1785.7142857142858,apartment,Almagro,154.0,148.0,5.0,0
1420,3000.0,apartment,Palermo,40.0,35.0,2.0,0
1421,2096.7741935483873,apartment,Barrio Norte,124.0,115.0,4.0,0
1422,1506.849315068493,apartment,Monserrat,73.0,73.0,3.0,0
1423,3906.25,apartment,Palermo Hollywood,32.0,32.0,1.0,0
1424,4062.5,apartment,Palermo Hollywood,32.0,32.0,1.0,0
1426,8080.808080808078,apartment,Puerto Madero,495.0,330.0,4.0,1
1428,1770.833333333333,apartment,Centro / Microcentro,48.0,38.0,2.0,0
1429,1770.833333333333,apartment,Monserrat,48.0,43.0,2.0,0
1430,2430.232558139535,apartment,Flores,43.0,39.0,1.0,0
1431,2253.0864197530864,apartment,Belgrano,162.0,141.0,2.0,0
1432,1544.5544554455444,apartment,Caballito,101.0,58.0,2.0,0
1433,2052.6315789473683,apartment,Caballito,38.0,32.0,2.0,0
1434,1844.2622950819675,apartment,Centro / Microcentro,122.0,122.0,5.0,0
1437,2638.2978723404253,apartment,Palermo,47.0,45.0,2.0,0
1451,2434.782608695652,apartment,Palermo Hollywood,46.0,36.0,1.0,1
1452,3118.75,apartment,Palermo Soho,32.0,27.0,1.0,0
1453,3356.25,apartment,Palermo Soho,32.0,27.0,3.0,0
1454,2530.612244897959,apartment,Palermo Soho,49.0,30.0,3.0,0
1455,3458.139534883721,apartment,Palermo Soho,43.0,37.0,2.0,0
1456,3212.5,apartment,Palermo Soho,32.0,0.0,3.0,0
1457,3175.0,apartment,Palermo Soho,32.0,28.0,3.0,0
1458,3250.0,apartment,Palermo Soho,32.0,28.0,3.0,0
1459,3465.116279069768,apartment,Palermo Soho,43.0,37.0,3.0,0
1460,3353.125,apartment,Palermo Soho,32.0,28.0,3.0,0
1461,3490.625,apartment,Palermo Soho,32.0,28.0,3.0,0
1462,2475.0,apartment,Palermo Soho,48.0,29.0,3.0,0
1463,3323.333333333333,apartment,Palermo Soho,30.0,29.0,3.0,0
1464,3560.0,apartment,Palermo Soho,30.0,29.0,3.0,0
1465,3560.0,apartment,Palermo Soho,30.0,29.0,3.0,0
1466,4481.818181818182,apartment,Palermo Soho,33.0,32.0,3.0,0
1467,4333.333333333333,apartment,Palermo Soho,33.0,32.0,1.0,0
1468,3750.0,apartment,Palermo Soho,40.0,35.0,3.0,0
1469,3133.333333333333,apartment,Palermo Soho,33.0,28.0,1.0,0
1470,2322.784810126582,apartment,Caballito,79.0,75.0,3.0,0
1471,2387.3417721518986,apartment,Caballito,79.0,75.0,3.0,0
1472,1767.2897196261686,apartment,Caballito,107.0,68.0,3.0,0
1473,2257.142857142857,apartment,Caballito,77.0,41.0,3.0,0
1474,2119.4805194805194,apartment,Caballito,77.0,41.0,3.0,0
1475,2216.6666666666665,apartment,Caballito,36.0,36.0,1.0,0
1476,2375.0,apartment,Caballito,36.0,36.0,1.0,0
1477,2469.444444444445,apartment,Caballito,36.0,36.0,1.0,0
1478,2404.0,apartment,Caballito,75.0,68.0,3.0,0
1479,2452.0,apartment,Caballito,75.0,68.0,3.0,0
1480,2501.333333333333,apartment,Caballito,75.0,68.0,3.0,0
1481,2552.0,apartment,Caballito,75.0,68.0,3.0,0
1482,2616.6666666666665,apartment,Caballito,48.0,41.0,3.0,0
1483,2668.75,apartment,Caballito,48.0,41.0,3.0,0
1484,2722.9166666666665,apartment,Caballito,48.0,41.0,3.0,0
1485,2777.083333333333,apartment,Caballito,48.0,41.0,3.0,0
1486,2833.333333333333,apartment,Caballito,48.0,41.0,3.0,0
1487,2889.583333333333,apartment,Caballito,48.0,41.0,3.0,0
1488,2639.583333333333,apartment,Caballito,48.0,41.0,2.0,0
1489,2777.083333333333,apartment,Caballito,48.0,41.0,3.0,0
1490,2833.333333333333,apartment,Caballito,48.0,41.0,3.0,0
1491,2889.583333333333,apartment,Caballito,48.0,41.0,3.0,0
1492,2375.0,apartment,Caballito,36.0,36.0,1.0,0
1493,2422.222222222222,apartment,Caballito,36.0,36.0,3.0,0
1494,2469.444444444445,apartment,Caballito,36.0,36.0,3.0,0
1495,1986.111111111111,apartment,Caballito,36.0,22.0,3.0,0
1496,2316.455696202532,apartment,Caballito,79.0,74.0,3.0,0
1497,2410.1265822784812,apartment,Caballito,79.0,74.0,3.0,0
1498,2637.735849056604,apartment,Caballito,106.0,93.0,3.0,0
1499,2669.662921348315,apartment,Caballito,89.0,80.0,3.0,0
1500,2344.0,apartment,Caballito,75.0,68.0,3.0,0
1501,2390.6666666666665,apartment,Caballito,75.0,68.0,3.0,0
1502,2669.662921348315,apartment,Caballito,89.0,80.0,3.0,0
1503,3250.0,apartment,Caballito,22.0,22.0,3.0,0
1504,2736.923076923077,apartment,Caballito,130.0,88.0,3.0,0
1505,2736.923076923077,apartment,Caballito,130.0,88.0,3.0,0
1506,2616.981132075472,apartment,Caballito,53.0,46.0,3.0,0
1507,2234.5454545454545,apartment,Caballito,110.0,74.0,3.0,0
1572,2393.617021276596,apartment,Caballito,94.0,86.0,4.0,0
1573,3888.888888888889,apartment,Barrio Norte,45.0,40.0,1.0,0
1574,3140.70351758794,apartment,Nuñez,199.0,188.0,4.0,0
1575,1886.3636363636365,apartment,Villa del Parque,44.0,40.0,1.0,1
1576,4387.755102040816,apartment,Palermo,147.0,137.0,4.0,0
1577,1582.2784810126584,apartment,Monserrat,79.0,59.0,3.0,0
1578,3137.254901960784,apartment,Almagro,51.0,45.0,2.0,0
1579,1233.7662337662334,apartment,Flores,77.0,68.0,4.0,0
1580,3520.4081632653056,apartment,Recoleta,196.0,196.0,6.0,0
1581,1833.333333333333,apartment,Barrio Norte,240.0,220.0,5.0,0
1582,1775.0,apartment,San Cristobal,40.0,36.0,1.0,0
1583,2875.0,apartment,Belgrano,160.0,140.0,4.0,0
1584,6428.571428571428,apartment,Puerto Madero,140.0,140.0,1.0,0
1585,2500.0,apartment,Belgrano,70.0,62.0,2.0,0
1588,4270.27027027027,apartment,Las Cañitas,185.0,103.0,3.0,1
1592,2500.0,apartment,Boedo,78.0,66.0,3.0,0
1606,2638.8888888888887,apartment,Villa del Parque,36.0,33.0,1.0,1
1608,1809.090909090909,apartment,Villa Urquiza,110.0,103.0,4.0,0
1609,1835.2941176470588,apartment,Mataderos,51.0,46.0,2.0,0
1610,2508.7719298245606,apartment,Mataderos,57.0,50.0,3.0,0
1615,2804.8780487804884,apartment,Palermo,41.0,41.0,2.0,0
1618,2950.0,apartment,Belgrano,40.0,40.0,1.0,1
1619,3295.4545454545455,apartment,Nuñez,44.0,44.0,2.0,0
1620,2163.6363636363635,apartment,San Nicolás,55.0,55.0,3.0,0
1621,2500.0,apartment,Palermo,168.0,160.0,7.0,0
1622,3225.8064516129034,apartment,Villa Devoto,31.0,31.0,2.0,1
1626,2360.0,apartment,Villa del Parque,50.0,50.0,3.0,0
1629,2030.7692307692307,apartment,Monte Castro,65.0,65.0,3.0,0
1632,2403.846153846154,apartment,Villa Devoto,52.0,52.0,3.0,0
1638,1757.142857142857,apartment,San Cristobal,35.0,32.0,1.0,0
1639,2083.333333333333,apartment,Almagro,60.0,54.0,3.0,0
1640,3100.0,apartment,Almagro,59.0,51.0,2.0,0
1642,3200.0,apartment,Almagro,59.0,51.0,2.0,0
1643,3200.0,apartment,Almagro,51.0,40.0,2.0,0
1644,3021.5827338129493,apartment,Recoleta,139.0,130.0,3.0,0
1645,4270.27027027027,apartment,Las Cañitas,185.0,104.0,3.0,1
1646,1833.976833976834,apartment,Barrio Norte,518.0,518.0,10.0,0
1647,2000.0,apartment,Nuñez,68.0,44.0,2.0,0
1648,2781.456953642384,apartment,Palermo,151.0,125.0,4.0,0
1649,2970.212765957447,apartment,Palermo Soho,47.0,47.0,3.0,0
1651,1700.0,apartment,Monserrat,70.0,70.0,3.0,0
1652,1500.0,apartment,Liniers,180.0,180.0,5.0,0
1653,2023.8095238095239,apartment,Villa Crespo,42.0,42.0,2.0,0
1654,3009.118541033435,apartment,Recoleta,329.0,287.0,7.0,0
1655,2136.3636363636365,apartment,Parque Centenario,110.0,95.0,4.0,0
1656,2136.3636363636365,apartment,Villa Crespo,110.0,95.0,4.0,0
1658,2375.690607734807,apartment,Retiro,181.0,161.0,4.0,0
1670,4333.333333333333,apartment,Puerto Madero,60.0,57.0,2.0,0
1681,3051.220588235294,apartment,Villa Crespo,68.0,46.0,2.0,0
1682,2924.722222222222,apartment,Villa Crespo,72.0,60.0,3.0,0
1683,3888.888888888889,apartment,Recoleta,126.0,126.0,4.0,0
1685,2000.0,apartment,Caballito,57.0,50.0,3.0,0
1686,3771.4285714285716,apartment,Palermo Chico,175.0,175.0,5.0,0
1687,2236.842105263158,apartment,Villa Devoto,38.0,38.0,2.0,0
1688,2071.428571428572,apartment,Belgrano,42.0,42.0,1.0,0
1692,3645.833333333334,apartment,Colegiales,48.0,41.0,2.0,1
1694,2597.402597402597,apartment,Villa Urquiza,77.0,74.0,4.0,0
1699,2916.666666666666,apartment,Palermo,12.0,12.0,1.0,0
1707,2333.333333333333,apartment,Palermo Soho,15.0,15.0,1.0,0
1711,2604.1666666666665,apartment,Villa Crespo,48.0,47.0,2.0,1
1740,2272.7272727272725,apartment,Villa Luro,66.0,66.0,1.0,0
1741,2085.714285714286,apartment,Villa Luro,35.0,35.0,1.0,0
1742,2890.173410404624,apartment,Recoleta,173.0,165.0,5.0,0
1744,1722.2222222222226,apartment,Almagro,90.0,90.0,4.0,0
1745,2941.1764705882347,apartment,San Telmo,34.0,28.0,1.0,0
1746,1475.4098360655735,apartment,Monserrat,122.0,122.0,6.0,0
1747,1898.73417721519,apartment,Balvanera,79.0,76.0,4.0,0
1748,2467.5324675324678,apartment,Palermo Soho,77.0,77.0,5.0,0
1753,1923.0769230769226,apartment,Balvanera,39.0,36.0,1.0,1
1756,2000.0,apartment,Almagro,58.0,56.0,2.0,1
1757,1776.3157894736844,apartment,Barrio Norte,38.0,34.0,1.0,0
1759,1921.0526315789475,apartment,Balvanera,38.0,38.0,2.0,0
1760,1977.7777777777767,apartment,Caballito,45.0,45.0,2.0,0
1761,2730.263157894737,apartment,Caballito,152.0,152.0,5.0,0
1764,1620.6896551724137,apartment,Constitución,29.0,28.0,1.0,0
1766,1750.0,apartment,Balvanera,64.0,64.0,2.0,0
1767,1951.219512195122,apartment,Recoleta,164.0,136.0,4.0,0
1768,2864.7058823529414,apartment,Belgrano,34.0,33.0,1.0,1
1769,1500.0,apartment,Chacarita,86.0,76.0,3.0,0
1770,2730.769230769231,apartment,Villa Devoto,52.0,48.0,2.0,0
1771,2562.5,apartment,Coghlan,48.0,40.0,2.0,0
1773,2195.121951219512,apartment,Belgrano,164.0,137.0,4.0,0
1777,1666.666666666667,apartment,Parque Chacabuco,84.0,72.0,3.0,0
1781,3157.894736842105,apartment,Caballito,57.0,55.0,3.0,0
1782,3529.4117647058824,apartment,Recoleta,425.0,425.0,7.0,0
1783,1797.752808988764,apartment,Caballito,89.0,46.0,2.0,1
1784,2527.771428571429,apartment,Monserrat,42.0,40.0,2.0,0
1785,2328.251527777777,apartment,Monserrat,72.0,64.0,3.0,0
1786,5769.23076923077,apartment,Puerto Madero,182.0,177.0,3.0,0
1787,1600.0,apartment,Caballito,55.0,55.0,2.0,0
1789,3604.6511627906975,apartment,Colegiales,43.0,36.0,1.0,1
1791,1760.416666666667,apartment,Villa Ortuzar,96.0,86.0,4.0,0
1794,2796.610169491525,apartment,Villa Crespo,118.0,100.0,3.0,1
1796,2186.046511627907,apartment,Palermo Soho,43.0,38.0,1.0,0
1797,3631.818181818182,apartment,Recoleta,22.0,22.0,1.0,0
1812,2886.59793814433,apartment,Villa Crespo,97.0,73.0,3.0,1
1813,2886.59793814433,apartment,Palermo Soho,97.0,73.0,3.0,1
1816,1981.981981981982,apartment,Palermo,222.0,212.0,5.0,0
1817,4500.0,apartment,Palermo,400.0,370.0,5.0,0
1818,2264.705882352941,apartment,Villa Urquiza,34.0,34.0,2.0,0
1820,3888.888888888889,apartment,Palermo,45.0,40.0,1.0,0
1821,2368.421052631579,apartment,Balvanera,38.0,33.0,1.0,0
1822,3571.4285714285716,apartment,Colegiales,70.0,67.0,3.0,0
1823,2520.0,apartment,Belgrano,125.0,115.0,4.0,0
1824,2741.935483870968,apartment,Retiro,310.0,310.0,7.0,0
1825,2482.2695035460997,apartment,Recoleta,141.0,140.0,3.0,0
1826,2818.181818181818,apartment,Belgrano,110.0,100.0,4.0,0
1827,3859.649122807017,apartment,Palermo,57.0,57.0,2.0,0
1828,1727.2727272727273,apartment,Flores,55.0,55.0,3.0,0
1835,2230.769230769231,apartment,San Telmo,39.0,39.0,1.0,1
1836,2790.697674418605,apartment,Villa Pueyrredón,43.0,40.0,2.0,1
1837,2613.6363636363635,apartment,Palermo,88.0,44.0,2.0,0
1840,2727.2727272727275,apartment,Nuñez,121.0,82.0,4.0,1
1841,2050.0,apartment,Villa Urquiza,40.0,34.0,1.0,0
1843,1761.5384615384617,apartment,Flores,130.0,122.0,4.0,0
1844,2214.285714285714,apartment,Caballito,70.0,70.0,3.0,0
1845,2486.842105263158,apartment,Caballito,76.0,70.0,3.0,0
1848,2888.888888888889,apartment,Recoleta,270.0,240.0,6.0,0
1849,1894.2307692307693,apartment,Palermo,52.0,39.0,2.0,0
1850,1983.8709677419354,apartment,Monserrat,62.0,58.0,3.0,0
1851,3017.2413793103447,apartment,Recoleta,116.0,100.0,4.0,0
1852,2150.0,apartment,Villa Ortuzar,46.0,40.0,2.0,0
1853,2500.0,apartment,Caballito,40.0,37.0,1.0,0
1856,2395.833333333333,apartment,Flores,96.0,87.0,4.0,0
1857,5409.836065573771,apartment,Puerto Madero,61.0,58.0,2.0,0
1858,2051.2820512820513,apartment,Congreso,39.0,39.0,2.0,0
1859,2555.555555555556,apartment,Barrio Norte,180.0,180.0,7.0,0
1860,2795.2450617283953,apartment,Villa Urquiza,81.0,68.0,4.0,0
1861,3313.953488372093,apartment,Palermo,172.0,172.0,5.0,0
1862,2591.3185185185184,apartment,Villa Urquiza,81.0,68.0,4.0,0
1863,2466.6666666666665,apartment,Barrio Norte,75.0,68.0,3.0,0
